region,timezone,language,package,hours_use,sum_length,is_paid
GB,-3,es,GPU_5P,0,133,1
PK,5,en,GPU_5P,5,50,1
VN,7,en,GPU_3A,2,115,1
TW,8,zh,GPU_9A,16,55,1
IN,5,en,GPU_3A,1,140,1
VN,7,vi,CPU_1,0,30,1
VN,7,en,GPU_3A,0,12,1
VN,7,vi,GPU_1,1,11,0
US,-7,en,GPU_9A,8,52,1
AR,-3,es,GPU_3A,2,61,1
US,-4,en,GPU_5A,1,24,1
KR,9,ko,GPU_8A,1,27,0
VN,7,en,GPU_3A,0,26,1
IT,2,it,GPU_3A,2,27,0
RO,3,ro,GPU_3A,18,84,1
IT,2,it,GPU_3A,1,29,1
US,-7,en,GPU_3A,0,12,1
VN,7,en,GPU_3A,1,34,0
US,-5,en,GPU_8A,5,9,1
IN,5,en,GPU_3A,0,26,0
US,-4,en,GPU_4A,0,50,1
RO,2,en,CPU_1,3,56,1
VN,7,en,GPU_3A,0,103,0
AI,-4,en,GPU_3A,1,16,1
IN,5,en,GPU_3A,1,123,1
PK,5,en,CPU_1,0,11,0
ZA,2,en,GPU_3A,1,47,1
MD,2,en,GPU_3A,2,0,1
BR,-3,en,GPU_3A,1,39,0
AW,-4,en,GPU_3A,0,165,1
IT,1,it,CPU_1,1,9,0
ES,2,es,GPU_3A,0,25,0
CL,-3,es,GPU_3A,2,318,1
GB,0,en,GPU_3A,1,65,1
BY,3,ru,GPU_3A,1,27,0
GB,0,en,GPU_5P,1,44,1
VN,7,vi,CPU_1,1,27,0
ID,7,en,GPU_4A,1,54,1
BR,-3,pt,GPU_3A,0,49,1
SA,3,en,GPU_3A,1,64,1
IT,2,it,GPU_3A,2,52,1
MX,-5,es,GPU_3A,1,55,0
VN,-7,en,GPU_3A,2,65,0
MX,-5,en,GPU_3A,2,83,0
VN,7,en,GPU_3A,1,75,1
SE,1,sv,GPU_3A,1,15,0
FR,2,fr,GPU_3A,1,17,1
IL,2,he,GPU_3A,1,30,1
UY,7,en,GPU_6,1,0,1
VN,7,en,CPU_1,1,60,0
GB,0,en,GPU_5P,4,81,1
US,-7,en,GPU_5P,0,126,1
VN,7,vi,GPU_3A,1,65,0
UA,3,uk,CPU_1,0,41,0
CA,-4,en,GPU_3A,1,28,1
GR,3,en,GPU_3A,1,56,0
JM,-5,en,GPU_4A,0,24,0
EG,2,en,GPU_3A,2,59,0
SA,-8,en,GPU_3A,0,3,0
US,-7,en,GPU_4A,0,12,1
NL,1,nl,GPU_1,0,0,0
US,-7,en,GPU_8A,1,61,1
CZ,1,en,GPU_3A,1,57,0
US,-7,en,GPU_3A,1,25,1
NL,2,nl,GPU_3A,8,18,1
GB,1,en,GPU_5P,2,14,1
VN,7,en,CPU_1,1,8,1
VN,7,en,GPU_3A,1,55,1
EC,-5,en,GPU_3A,0,93,1
DE,2,de,GPU_3A,0,37,0
VN,7,vi,CPU_1,1,22,1
VN,7,vi,GPU_3A,1,13,0
VN,7,vi,GPU_4A,1,12,1
KR,9,ko,GPU_8A,0,25,1
FR,1,en,GPU_3A,0,30,0
CZ,1,en,GPU_1,1,9,0
PK,5,en,GPU_3A,1,29,0
FR,2,fr,GPU_4A,3,30,1
GB,1,en,GPU_3A,18,70,1
AD,7,vi,CPU_1,1,10,0
IL,3,he,GPU_8A,0,46,1
VN,7,en,GPU_3A,0,26,0
SE,2,en,GPU_3A,0,25,0
DE,1,de,GPU_1,1,61,1
RO,2,en,GPU_3A,1,75,1
BR,-3,pt,GPU_3A,0,30,0
DE,2,de,GPU_4A,1,26,0
DK,2,en,GPU_3A,1,26,0
BR,-3,pt,GPU_3A,1,10,1
GH,0,en,GPU_3A,0,50,1
NG,1,en,GPU_3A,2,26,0
BR,-3,pt,GPU_3A,2,65,0
BR,-3,en,GPU_3A,14,21,1
IN,5,en,GPU_3A,1,84,1
SI,1,en,GPU_1,0,62,1
NZ,13,en,GPU_3A,0,296,1
CO,-5,es,GPU_3A,20,94,1
UA,3,en,GPU_3A,0,41,1
VN,7,en,CPU_1,4,26,0
VN,7,en,CPU_1,0,69,1
NP,5,en,GPU_5A,14,25,1
US,-6,en,GPU_1,3,5,0
MX,-5,es,GPU_3A,17,105,1
BE,1,en,GPU_3A,2,76,1
VN,7,en,GPU_4A,1,16,1
IN,5,en,GPU_3A,1,107,1
VN,7,en,GPU_3A,0,51,1
BR,-3,pt,GPU_3A,1,50,0
VN,7,vi,GPU_3A,2,105,1
IN,5,en,GPU_3A,1,57,1
CL,-4,en,GPU_9A,0,39,0
OM,4,ck,GPU_3A,0,9,1
AU,10,en,GPU_7A,3,9,1
PH,8,en,GPU_3A,2,37,0
BR,-3,pt,GPU_3A,1,126,0
CA,-5,ru,GPU_3A,2,91,0
MM,6,en,GPU_3A,1,139,0
US,-4,en,GPU_4A,1,43,0
US,-8,en,GPU_9A,0,38,1
US,-8,en,GPU_3A,0,13,1
MX,-5,es,GPU_3A,1,102,1
VN,7,en,GPU_1,25,65,1
PE,-5,en,GPU_5A,1,37,1
VN,7,vi,CPU_1,2,29,0
IN,5,en,GPU_1,0,8,0
IN,5,en,GPU_3A,1,28,1
CA,-4,fr,CPU_1,0,28,1
IN,5,en,GPU_3A,2,53,1
US,-4,en,GPU_3A,1,132,1
VN,7,vi,CPU_1,1,13,1
US,-8,en,GPU_8A,1,136,1
US,-4,en,GPU_3A,1,23,1
US,-4,en,GPU_5A,1,25,0
DE,2,de,GPU_3A,2,8,1
MY,8,en,GPU_3A,0,65,1
BR,-3,pt,GPU_3A,0,62,1
BR,-3,pt,GPU_3A,1,34,1
ZA,2,en,GPU_3A,0,54,1
US,-6,en,GPU_9A,0,39,0
PH,8,en,GPU_3A,0,26,0
BR,-3,pt,GPU_3A,1,51,0
VN,7,en,GPU_3A,1,29,0
HU,1,hu,GPU_3A,3,154,1
US,-4,en,GPU_3A,1,54,1
US,-7,en,GPU_3A,1,26,0
PH,8,en,GPU_5P,0,48,1
MX,-7,es,GPU_3A,1,71,0
CA,-8,en,GPU_1,0,5,0
NZ,12,en,GPU_4A,1,34,1
IN,5,en,GPU_4A,0,3,0
TR,-6,en,GPU_1,3,0,0
VN,7,en,CPU_1,0,153,1
DE,2,de,GPU_3A,1,28,1
US,-4,en,CPU_1,6,13,1
VN,7,vi,CPU_1,0,8,1
DE,2,de,GPU_3A,1,68,1
VN,7,vi,GPU_3A,2,49,0
IN,5,en,GPU_3A,1,98,0
CZ,1,en,GPU_9A,1,44,1
IN,5,en,GPU_3A,1,61,0
CN,8,en,CPU_1,0,10,1
VN,7,en,GPU_5P,1,136,1
FR,2,fr,GPU_3A,0,109,1
DE,2,de,GPU_3A,0,89,1
SE,1,sv,GPU_3A,2,79,1
US,-5,en,GPU_7A,0,24,1
CY,3,en,GPU_3A,0,54,1
ES,1,es,GPU_3A,2,15,0
US,-5,en,GPU_6,0,37,0
AU,11,en,GPU_3A,1,44,1
VN,7,vi,GPU_3A,1,32,1
IN,5,en,GPU_3A,17,17,1
DE,1,de,GPU_3A,7,108,1
IN,5,en,GPU_5P,1,45,1
VN,7,en,GPU_3A,0,133,1
AZ,4,ru,GPU_8A,1,37,1
BR,-3,pt,GPU_3A,1,66,0
US,-5,en,GPU_9A,1,39,1
BR,-3,pt,GPU_4A,1,63,0
SA,3,en,GPU_3A,0,5,0
CO,-5,es,GPU_3A,0,11,1
PT,0,en,GPU_3A,1,32,0
CN,8,zh,GPU_5A,1,31,1
VN,7,en,GPU_3A,7,172,1
IN,5,en,GPU_3A,1,57,0
VN,7,vi,CPU_1,1,11,0
VN,7,vi,GPU_3A,0,26,0
US,-4,en,GPU_3A,0,234,1
NL,2,en,GPU_3A,0,133,1
CZ,2,cs,GPU_4A,1,192,1
VN,7,vi,GPU_3A,2,77,1
EG,-8,en,GPU_9A,0,118,1
IL,3,he,GPU_3A,0,109,1
VN,7,en,CPU_1,1,45,0
JM,-8,en,GPU_1,0,8,0
AU,11,en,GPU_3A,0,50,1
GB,1,fr,GPU_3A,2,136,0
HR,2,hr,GPU_3A,2,42,0
PR,-4,en,GPU_4A,8,52,1
UA,3,ru,GPU_3A,0,52,0
ES,1,es,GPU_4A,0,35,1
US,-5,en,GPU_5,3,24,1
SG,8,en,GPU_3A,0,31,1
US,-5,en,GPU_5P,0,47,1
DE,2,en,GPU_3A,18,70,0
US,-5,en,GPU_8A,0,9,1
MX,-5,es,GPU_3A,12,18,1
FR,2,fr,GPU_4A,0,24,1
CZ,1,uk,GPU_1,2,8,0
JP,9,ja,GPU_5A,5,26,1
VN,7,en,GPU_3A,6,159,1
VN,7,vi,GPU_1,1,66,1
VN,7,vi,GPU_3B,0,27,0
EG,3,en,GPU_1,0,8,0
US,-6,en,GPU_3A,0,29,0
IN,5,en,CPU_1,1,28,0
US,-4,en,GPU_3A,1,13,0
US,-8,en,GPU_8A,1,274,1
VN,7,vi,CPU_1,2,39,1
PL,-6,en,GPU_1,3,3,0
